,編號,名稱,車輛數,可借,行政區,日期,地址,可還,狀態
575,500107048,YouBike2.0_下埤公園,24,3,中山區,2023-05-27 15:46:15,民族東路512巷13弄4號,21,1
577,500107050,YouBike2.0_榮星花園,38,2,中山區,2023-05-27 15:49:15,五常街77號對側,34,1
579,500107052,YouBike2.0_松江路431巷口,15,4,中山區,2023-05-27 15:45:16,松江路433號前,11,1
580,500107053,YouBike2.0_新喜公園,13,1,中山區,2023-05-27 15:40:22,德惠街170巷22號對側,11,1
581,500107054,YouBike2.0_吉林路407巷口,15,5,中山區,2023-05-27 15:48:15,吉林路401號前,9,1
582,500107055,YouBike2.0_民族松江路口,17,3,中山區,2023-05-27 15:49:15,民族東路與松江路口西北側,14,1
583,500107056,YouBike2.0_林安泰古厝,22,1,中山區,2023-05-27 15:40:11,濱江街5號對側,21,1
584,500107057,YouBike2.0_中山公民會館,20,1,中山區,2023-05-27 15:43:04,中山北路二段128巷口,17,1
585,500107058,YouBike2.0_渭水八德路口,23,4,中山區,2023-05-27 15:46:15,渭水路54號對側,17,1
587,500107060,YouBike2.0_撫順公園,20,0,中山區,2023-05-27 15:30:32,中山北路三段2號對側,19,1
588,500107061,YouBike2.0_新生公園,16,0,中山區,2023-05-27 13:47:04,民族東路/吉林路口(西北側),16,1
591,500107064,YouBike2.0_建國農安街口,35,2,中山區,2023-05-27 15:43:15,建國北路/農安街口(建國橋下),31,1
592,500107065,YouBike2.0_松江路77巷口,10,0,中山區,2023-05-27 15:26:04,松江路77巷口,10,1
594,500107067,YouBike2.0_市民新生路口,15,5,中山區,2023-05-27 15:12:14,新生北路一段36號前,10,1
595,500107068,YouBike2.0_民權吉林路口,15,0,中山區,2023-05-27 15:46:04,民權東路二段51號前,14,1
596,500107069,YouBike2.0_中山農安街口,17,0,中山區,2023-05-27 15:44:04,中山北路三段25號前,16,1
597,500107070,YouBike2.0_捷運行政大樓,14,4,中山區,2023-05-27 15:49:15,中山北路二段48巷7號前,10,1
598,500107071,YouBike2.0_中吉公園(松江路188巷),22,1,中山區,2023-05-27 15:35:15,松江路188巷11號對側,21,1
599,500107072,YouBike2.0_吉林路123巷口,13,4,中山區,2023-05-27 15:35:15,吉林路125號前,9,1
600,500107074,YouBike2.0_中原民生路口,15,6,中山區,2023-05-27 15:44:14,民生東路二段33號旁,9,1
601,500107075,YouBike2.0_國立臺北大學(臺北校區),38,5,中山區,2023-05-27 15:37:14,民生東路三段67號前,32,1
602,500107076,YouBike2.0_錦州吉林路口,20,5,中山區,2023-05-27 15:40:22,錦州街174號前,15,1
603,500107077,YouBike2.0_中山北路二段59巷口,12,3,中山區,2023-05-27 15:48:15,中山北路二段59之3號前,7,1
604,500107078,YouBike2.0_永盛公園(民生東路一段23巷),24,4,中山區,2023-05-27 15:46:15,民生東路一段23巷/民生東路一段27巷口,20,1
605,500107079,YouBike2.0_新生錦州街口,20,4,中山區,2023-05-27 15:41:16,新生北路二段100號前,16,1
606,500107080,YouBike2.0_濱江街199巷口,15,0,中山區,2023-05-27 15:49:04,濱江街199巷(八號疏散門前),15,1
607,500107081,YouBike2.0_大佳社區公園,15,2,中山區,2023-05-27 15:43:15,濱江街154巷對側,13,1
608,500107082,YouBike2.0_濱江果菜市場,22,5,中山區,2023-05-27 15:38:15,民族東路336號前,15,1
609,500107083,YouBike2.0_興安合江路口,19,5,中山區,2023-05-27 15:47:14,興安街60號對側,14,1
610,500107084,YouBike2.0_復興北路514巷口東側,10,6,中山區,2023-05-27 15:44:14,復興北路514巷66號前側,3,1
611,500107085,YouBike2.0_台泥大樓,18,1,中山區,2023-05-27 15:48:15,中山北路二段113-133號前,15,1
612,500107086,YouBike2.0_植福樂群路口,10,6,中山區,2023-05-27 15:30:44,植福路/樂群三路(西北側),4,1
613,500107087,YouBike2.0_新興公園,20,1,中山區,2023-05-27 15:43:15,錦州街13巷/中山北路二段137巷口(東南側),19,1
614,500107088,YouBike2.0_南京伊通街口,11,3,中山區,2023-05-27 15:46:15,南京東路二段178-1號,8,1
615,500107089,YouBike2.0_南京龍江路口,15,0,中山區,2023-05-27 15:48:04,南京東路三段121號前,15,1
616,500107090,YouBike2.0_撫順街41巷(崇德宮前),19,5,中山區,2023-05-27 15:41:16,撫順街41巷1-7號對側,13,1
618,500107092,YouBike2.0_捷運大直站(1號出口),27,5,中山區,2023-05-27 15:40:22,北安路535之2號旁,21,1
620,500107095,YouBike2.0_中429公園,15,0,中山區,2023-05-27 14:46:04,敬業三路177巷南側,15,1
621,500107096,YouBike2.0_長春路137巷口,16,0,中山區,2023-05-27 15:09:04,民生東路二段134號前,16,1
622,500107097,YouBike2.0_松江民生路口,17,0,中山區,2023-05-27 15:32:04,松江路208號前,16,1
624,500107099,YouBike2.0_長春吉林路口,10,1,中山區,2023-05-27 15:33:15,長春路120號前,9,1
625,500107100,YouBike2.0_長春一江街口,11,0,中山區,2023-05-27 15:39:04,長春路135號前,11,1
626,500107101,YouBike2.0_捷運松江南京站(8號出口),20,3,中山區,2023-05-27 15:48:15,南京東路二段101號前,17,1
627,500107102,YouBike2.0_南京一江街口,10,5,中山區,2023-05-27 15:45:16,南京東路二段85號前,5,1
628,500107103,YouBike2.0_松江長春路口,16,2,中山區,2023-05-27 15:31:15,松江路158號前,14,1
631,500107106,YouBike2.0_新生農安街口,15,2,中山區,2023-05-27 15:46:15,新生北路三段與農安街口(高架橋下),13,1
632,500107107,YouBike2.0_稻江高級護理家事職業學校,14,0,中山區,2023-05-27 15:28:04,農安街77巷與農安街77巷1弄口,13,1
633,500107108,YouBike2.0_捷運大直站(3號出口)_1,18,5,中山區,2023-05-27 15:40:22,北安路458巷41弄52之1號前,13,1
634,500107109,YouBike2.0_樂群二明水路口_1,20,1,中山區,2023-05-27 15:49:04,樂群二路 / 明水路口(東側),19,1
635,500107110,YouBike2.0_民權吉林路口(南側),16,1,中山區,2023-05-27 15:42:04,民權東路二段46號前,15,1
636,500107111,YouBike2.0_長春龍江路口,24,5,中山區,2023-05-27 15:37:14,長春路與龍江路口西北側,19,1
637,500107112,YouBike2.0_民權新生路口,26,0,中山區,2023-05-27 14:29:04,民權東路一段/新生北路三段(北側)(新生高架橋下),26,1
638,500107113,YouBike2.0_建國長春路口(北側),20,6,中山區,2023-05-27 15:49:15,建國北路/長春路口(北側),12,1
639,500107114,YouBike2.0_中山行政中心,24,2,中山區,2023-05-27 15:49:15,松江路/農安街口,20,1
642,500107117,YouBike2.0_濱江國小游泳池,16,0,中山區,2023-05-27 15:49:04,樂群二路266巷99號前,16,1
644,500107119,YouBike2.0_中428公園,15,1,中山區,2023-05-27 15:40:22,樂群二路30巷/樂群二路116巷61弄,14,1
645,500107120,YouBike2.0_復華公園,20,0,中山區,2023-05-27 15:29:04,南京東路三段109巷/龍江路120巷,20,1
646,500107121,YouBike2.0_新生民族路口(西南側),15,3,中山區,2023-05-27 15:49:15,新生北路三段/民族東路(西南側),12,1
648,500107123,YouBike2.0_八德市場(北側),16,4,中山區,2023-05-27 15:16:16,建國南路一段/市民大道交叉口(北側),11,1
649,500107124,YouBike2.0_龍江朱崙街口,14,4,中山區,2023-05-27 15:42:14,龍江路/朱崙街口西北側,10,1
650,500107125,YouBike2.0_大直街94巷,15,1,中山區,2023-05-27 15:40:22,大直街94巷口,13,1
652,500107127,YouBike2.0_民權建國路口(南側),15,1,中山區,2023-05-27 15:25:05,民權東路三段/建國北路二段(南側高架橋下),13,1
653,500107128,YouBike2.0_林森德惠街口,16,6,中山區,2023-05-27 15:26:16,德惠街11號東側,9,1
654,500107129,YouBike2.0_新生濱江街口(東南側),21,0,中山區,2023-05-27 15:01:04,新生北路三段/濱江街口(東南側),21,1
655,500107130,YouBike2.0_新生北路一段62巷口,20,3,中山區,2023-05-27 15:17:32,新生北路一段64號對側,17,1
656,500107131,YouBike2.0_新生長春路口(東北側),19,1,中山區,2023-05-27 15:10:22,新生北路二段39-2號對側,17,1
657,500107132,YouBike2.0_捷運劍南路站(1號出口),17,4,中山區,2023-05-27 15:48:15,北安路811巷/821巷4弄口,13,1
658,500107133,YouBike2.0_敬業三樂群三路口(西北側),16,2,中山區,2023-05-27 15:48:15,敬業三路/樂群三路口,14,1
659,500107134,YouBike2.0_長春路258巷2弄口,15,1,中山區,2023-05-27 15:47:14,長春路258巷6號北側,14,1
660,500107135,YouBike2.0_長寧大廈社區(南側),15,0,中山區,2023-05-27 15:43:04,遼寧街201巷13號前,15,1
661,500107136,YouBike2.0_建國五常街口,20,3,中山區,2023-05-27 15:49:15,建國北路三段/五常街,17,1
662,500107137,YouBike2.0_中山北路二段62巷口,12,0,中山區,2023-05-27 15:30:32,中山北路二段66號前,12,1
663,500107138,YouBike2.0_市民安東街口,20,2,中山區,2023-05-27 15:26:16,市民大道三段179號前,18,1
664,500107139,YouBike2.0_市民大道二段5巷口,15,1,中山區,2023-05-27 15:27:14,市民大道二段/市民大道二段5巷,14,1
666,500108002,YouBike2.0_北勢湖環保公園,15,4,內湖區,2023-05-27 13:31:15,內湖路一段66-72號前方公園,11,1
668,500108004,YouBike2.0_西康公園,16,5,內湖區,2023-05-27 14:35:16,內湖路一段225巷口,11,1
669,500108005,YouBike2.0_文湖國小,31,3,內湖區,2023-05-27 15:36:15,文湖街21巷口北側,28,1
670,500108006,YouBike2.0_文湖街81巷10號西側,14,1,內湖區,2023-05-27 15:49:15,文湖街81巷10號西側,11,1
671,500108007,YouBike2.0_德明財經科技大學,27,1,內湖區,2023-05-27 15:47:14,環山路一段56號南側,26,1
672,500108008,YouBike2.0_麗山國小,15,0,內湖區,2023-05-27 15:27:04,內湖路一段411巷56號東側,15,1
674,500108010,YouBike2.0_港華五號公園,16,0,內湖區,2023-05-27 15:42:04,環山路二段81號西北側,16,1
675,500108011,YouBike2.0_大湖國小,25,3,內湖區,2023-05-27 15:46:15,大湖山莊街/大湖山莊街176巷(東南側),20,1
676,500108012,YouBike2.0_安湖三號公園,12,0,內湖區,2023-05-27 15:49:04,東湖路113巷49弄3號北側,12,1
677,500108013,YouBike2.0_東湖路113巷95弄,10,0,內湖區,2023-05-27 10:23:04,東湖路113巷95弄13號西側,9,1
679,500108015,YouBike2.0_文德三號公園(江南街71巷16弄),15,3,內湖區,2023-05-27 15:37:14,瑞光路271號東南側,12,1
681,500108018,YouBike2.0_康寧星雲街口,12,0,內湖區,2023-05-27 15:49:15,康寧路一段116號,12,1
682,500108019,YouBike2.0_星雲街47號,15,0,內湖區,2023-05-27 15:45:05,星雲街47號南側,15,1
684,500108021,YouBike2.0_捷運西湖站(2號出口),12,0,內湖區,2023-05-27 15:35:05,內湖路一段291號(對面),12,1
686,500108023,YouBike2.0_港都公園,15,5,內湖區,2023-05-27 15:35:15,港華街57號(對面),10,1
687,500108024,YouBike2.0_環山路二段26巷口,29,1,內湖區,2023-05-27 15:44:14,環山路二段/環山路二段26巷(西南側),28,1
689,500108026,YouBike2.0_碧山公園,31,0,內湖區,2023-05-27 15:48:04,內湖路三段60巷28號東側,31,1
691,500108028,YouBike2.0_捷運文德站(2號出口),49,6,內湖區,2023-05-27 15:45:16,文德路212號旁,43,1
692,500108029,YouBike2.0_陽光公園,16,4,內湖區,2023-05-27 15:01:17,陽光街與文德路220巷口西側,12,1
693,500108030,YouBike2.0_文德二號公園(南側),13,0,內湖區,2023-05-27 14:49:04,陽光街與陽光街68巷102弄口,13,1
694,500108031,YouBike2.0_文德二號公園(北側),15,3,內湖區,2023-05-27 15:23:14,文德路210巷12號對側,11,1
695,500108032,YouBike2.0_瑞陽公園,12,0,內湖區,2023-05-27 14:48:04,文德路22巷6號(對面),12,1
697,500108034,YouBike2.0_潭美街213號,12,1,內湖區,2023-05-27 15:46:15,潭美街213號南側,11,1
699,500108036,YouBike2.0_潭美國小(南京舊宗路口),16,2,內湖區,2023-05-27 15:12:15,行善路179號南側,14,1
700,500108037,YouBike2.0_新明路343號,10,1,內湖區,2023-05-27 15:23:04,新明路341號北側,9,1
701,500108038,YouBike2.0_週美里活動廣場,17,1,內湖區,2023-05-27 15:49:15,潭美街139號對側,16,1
702,500108039,YouBike2.0_內湖行政中心,25,2,內湖區,2023-05-27 15:41:16,民權東路六段99號(前),23,1
703,500108040,YouBike2.0_樂康公園,20,4,內湖區,2023-05-27 15:33:15,康樂街61巷73弄22-1號南側,16,1
704,500108041,YouBike2.0_安康路32巷24弄,21,5,內湖區,2023-05-27 15:29:14,安康路32巷24弄22號,16,1
705,500108043,YouBike2.0_明美公園,18,2,內湖區,2023-05-27 15:32:13,石潭路27號南側,16,1
708,500108046,YouBike2.0_民權瑞光路口,20,6,內湖區,2023-05-27 15:02:14,民權東路六段50號,14,1
709,500108047,YouBike2.0_瑞光公共住宅(瑞光路),18,2,內湖區,2023-05-27 15:40:22,瑞光路160號,16,1
710,500108048,YouBike2.0_民權東路六段15巷,17,1,內湖區,2023-05-27 01:11:15,民權東路六段15巷29號,16,1
711,500108049,YouBike2.0_扶輪親恩公園,17,1,內湖區,2023-05-27 14:44:04,民權東路六段30號,15,1
715,500108054,YouBike2.0_三軍總醫院,14,4,內湖區,2023-05-27 15:45:16,成功路二段424號(對面),10,1
716,500108055,YouBike2.0_福華商場,20,4,內湖區,2023-05-27 15:40:22,民權東路六段/民權東路六段180巷(西南側),16,1
720,500108059,YouBike2.0_金湖路347巷125弄口,15,0,內湖區,2023-05-27 13:41:04,金湖路347巷125弄1號(對面),15,1
723,500108062,YouBike2.0_貿七社區,17,0,內湖區,2023-05-27 15:43:04,內湖路二段179巷48弄17號(旁),17,1
724,500108063,YouBike2.0_內湖區農會,12,4,內湖區,2023-05-27 15:49:15,內湖路二段334號(前),8,1
725,500108064,YouBike2.0_捷運內湖站(2號出口),10,1,內湖區,2023-05-27 15:39:04,成功路四段167巷6弄2號(旁),8,1
726,500108065,YouBike2.0_康寧金湖路口,14,1,內湖區,2023-05-27 15:28:04,康寧路一段273號(對面),13,1
727,500108066,YouBike2.0_康寧路一段156巷20弄口,17,0,內湖區,2023-05-27 15:49:04,康寧路一段156巷/康寧路一段156巷20弄(西側),17,1
729,500108068,YouBike2.0_安泰街83巷,20,2,內湖區,2023-05-27 15:24:14,安泰街83巷3號(對面),18,1
730,500108069,YouBike2.0_內溝溪生態展示館,8,3,內湖區,2023-05-27 13:54:15,康樂街236-3號(前),5,1
732,500108071,YouBike2.0_東湖國中,16,4,內湖區,2023-05-27 15:49:15,康樂街125巷4號(對面),12,1
733,500108072,YouBike2.0_石潭公園(安康路),20,5,內湖區,2023-05-27 14:16:16,安康路28號西北側,15,1
735,500108074,YouBike2.0_康寧公園(北側),20,5,內湖區,2023-05-27 15:40:22,康寧路三段60號南側,15,1
736,500108075,YouBike2.0_康寧路三段54巷口,15,6,內湖區,2023-05-27 15:48:15,康寧路三段54-5號西側,9,1
739,500108078,YouBike2.0_下灣公園,16,1,內湖區,2023-05-27 15:08:14,民權東路六段206巷/民權東路六段190巷75弄(西北側),15,1
743,500108083,YouBike2.0_瑞光港墘路口,15,5,內湖區,2023-05-27 15:14:14,港墘路185號前,9,1
744,500108084,YouBike2.0_瑞湖陽光街口,25,1,內湖區,2023-05-27 15:40:22,瑞湖街101號對側,23,1
745,500108085,YouBike2.0_金龍公園,15,5,內湖區,2023-05-27 15:33:15,金龍路112巷口(金龍公園側),10,1
746,500108086,YouBike2.0_星雲街138巷1弄口,15,4,內湖區,2023-05-27 15:30:44,星雲街138巷18號,10,1
747,500108087,YouBike2.0_東湖一號公園,10,1,內湖區,2023-05-27 15:29:04,康寧路三段189巷163弄13號東南側,9,1
748,500108088,YouBike2.0_東湖二號公園,15,0,內湖區,2023-05-27 14:51:04,康寧路三段99巷39弄70號東南側,14,1
749,500108089,YouBike2.0_康湖二號公園(康寧醫院),16,5,內湖區,2023-05-27 14:58:14,成功路五段420巷17號東側,9,1
750,500108090,YouBike2.0_堤頂大道新湖一路口,13,0,內湖區,2023-05-27 12:07:04,堤頂大道一段215號前,12,1
752,500108092,YouBike2.0_舊宗行善路口,9,2,內湖區,2023-05-27 15:03:15,行善路179號西側,7,1
754,500108094,YouBike2.0_成功路四段41巷口,12,6,內湖區,2023-05-27 15:49:15,成功路四段41巷6號前側,6,1
755,500108095,YouBike2.0_金湖星雲街口,30,0,內湖區,2023-05-27 13:17:22,金湖路83號對側,30,1
756,500108096,YouBike2.0_國防醫學院,15,0,內湖區,2023-05-27 15:42:04,民權東路六段161號前側,15,1
757,500108097,YouBike2.0_民權東路六段190巷117弄口,15,3,內湖區,2023-05-27 13:47:14,民權東路六段190巷117弄15號對側,12,1
759,500108099,YouBike2.0_九華公園,16,4,內湖區,2023-05-27 15:37:14,文湖街21巷68弄25-6號北側,12,1
760,500108100,YouBike2.0_內湖路二段179巷口,16,2,內湖區,2023-05-27 15:09:15,內湖路二段179巷242號對側,13,1
761,500108102,YouBike2.0_行善行愛路口,12,0,內湖區,2023-05-27 15:47:04,行善路243號(前),12,1
764,500108105,YouBike2.0_陽光街161巷口,16,3,內湖區,2023-05-27 15:28:14,陽光街161巷14號對側,12,1
765,500108106,YouBike2.0_潭美公園(南京東路六段368巷),18,0,內湖區,2023-05-27 15:03:04,南京東路六段366號對側,17,1
767,500108108,YouBike2.0_三民國中(民權東路六段47巷),13,3,內湖區,2023-05-27 15:37:14,民權東路六段47巷6號對側,10,1
768,500108109,YouBike2.0_瑞光路76巷口,12,1,內湖區,2023-05-27 08:01:04,瑞光路102號前,11,1
770,500108111,YouBike2.0_新湖國小,12,4,內湖區,2023-05-27 15:24:14,民權東路六段/成功路二段320巷31弄(東南側),8,1
771,500108112,YouBike2.0_碧山內湖路口,16,2,內湖區,2023-05-27 15:23:14,內湖路三段72巷15號西側,14,1
772,500108115,YouBike2.0_民權東路六段413巷,16,3,內湖區,2023-05-27 15:10:22,民權東路六段409號前,13,1
773,500108116,YouBike2.0_宏匯瑞光廣場(瑞光路),16,4,內湖區,2023-05-27 15:16:16,瑞光路353號前(瑞光路側人行道),12,1
776,500108119,YouBike2.0_內湖路一段360巷,15,3,內湖區,2023-05-27 15:26:16,內湖路一段358號,12,1
777,500108120,YouBike2.0_成功路三段83號前,11,0,內湖區,2023-05-27 13:59:05,成功路三段83號前,11,1
778,500108121,YouBike2.0_內湖路一段47巷,16,1,內湖區,2023-05-27 15:47:04,內湖路一段47巷/內湖路一段47巷22弄,15,1
779,500108122,YouBike2.0_陽光舊宗路口,20,3,內湖區,2023-05-27 14:33:15,陽光街/舊宗路二段,17,1
780,500108123,YouBike2.0_安湖公園,8,0,內湖區,2023-05-27 09:32:04,東湖路113巷95弄/康寧路三段75巷,8,1
782,500108126,YouBike2.0_安泰街(康樂橋下),15,3,內湖區,2023-05-27 12:10:19,安泰街(康樂橋下),12,1
783,500108127,YouBike2.0_康樂綠地,15,2,內湖區,2023-05-27 15:31:15,康樂街191巷/康樂街,13,1
785,500108129,YouBike2.0_明美公園(行善路333巷),16,1,內湖區,2023-05-27 15:08:14,行善路333巷92號前,15,1
786,500108130,YouBike2.0_行善路383巷,17,2,內湖區,2023-05-27 15:48:04,行善路383巷27號對側,14,1
787,500108131,YouBike2.0_舊宗新湖三路口,18,5,內湖區,2023-05-27 15:49:15,舊宗路一段/新湖三路(南側),13,1
789,500108133,YouBike2.0_內湖路三段326巷口,15,2,內湖區,2023-05-27 15:42:14,內湖路三段326巷/內湖路三段,13,1
790,500108134,YouBike2.0_成功公園,11,3,內湖區,2023-05-27 13:26:19,成功路四段223巷/成功路四段223巷6弄,8,1
791,500108135,YouBike2.0_康寧路三段189巷93弄口,14,1,內湖區,2023-05-27 15:45:16,康寧路三段189巷/康寧路三段189巷93弄,12,1
792,500108136,YouBike2.0_中國醫藥大學附設醫院臺北分院,13,5,內湖區,2023-05-27 15:48:15,內湖路二段368號對側,6,1
793,500108137,YouBike2.0_康樂抽水站,15,5,內湖區,2023-05-27 15:43:15,東湖路160巷23號,10,1
794,500108138,YouBike2.0_環山路三段16巷口,13,0,內湖區,2023-05-27 15:48:04,環山路三段/環山路三段16巷口(東南側),13,1
795,500108139,YouBike2.0_文德一號綠地,15,6,內湖區,2023-05-27 14:18:03,內湖區文德路91號旁,9,1
797,500108141,YouBike2.0_行善社會住宅,23,2,內湖區,2023-05-27 15:25:16,行愛路與新湖一路口西南側,21,1
798,500108142,YouBike2.0_康寧路三段99巷17弄口,15,0,內湖區,2023-05-27 15:37:04,康寧路三段99巷19號對側,15,1
799,500108143,YouBike2.0_堤頂大道二段407巷口,15,1,內湖區,2023-05-27 15:47:04,堤頂大道二段405號前,14,1
800,500108144,YouBike2.0_海德堡科技大樓,12,1,內湖區,2023-05-27 15:21:16,堤頂大道二段473號前,11,1
801,500108145,YouBike2.0_致伸科技大樓,17,1,內湖區,2023-05-27 12:38:14,瑞光路669號旁,16,1
803,500108147,YouBike2.0_大都會客運內湖站,15,0,內湖區,2023-05-27 10:25:05,民權東路六段11巷25號對側,15,1
804,500108148,YouBike2.0_瑞湖公園,15,1,內湖區,2023-05-27 10:44:04,民權東路六段15巷/民權東路六段19巷,14,1
805,500108150,YouBike2.0_台灣世曦大樓,16,4,內湖區,2023-05-27 15:38:15,陽光街323號,11,1
807,500108152,YouBike2.0_瑞光路358巷口,14,3,內湖區,2023-05-27 10:48:14,瑞光路/瑞光路358巷,11,1
809,500108154,YouBike2.0_世紀經貿,16,5,內湖區,2023-05-27 15:12:15,內湖路一段396號,11,1
810,500108156,YouBike2.0_民權東路六段56巷口,15,1,內湖區,2023-05-27 15:42:14,民權東路六段56巷7號對側,13,1
811,500108157,YouBike2.0_新湖三行忠路72巷口,15,0,內湖區,2023-05-27 14:30:26,新湖三路/行忠路72巷,14,1
812,500108158,YouBike2.0_新湖三新湖二146巷口,15,1,內湖區,2023-05-27 15:30:32,新湖三路122、124號對側,14,1
815,500108161,YouBike2.0_內湖路一段120巷15弄,19,3,內湖區,2023-05-27 06:54:14,內湖路一段120巷15弄8號對側,16,1
816,500108162,YouBike2.0_北勢湖環保公園(堤頂大道側),14,0,內湖區,2023-05-27 15:49:15,堤頂大道二段501號前,14,1
817,500108164,YouBike2.0_達爾文大樓,15,2,內湖區,2023-05-27 15:45:16,洲子街61號,13,1
821,500109004,YouBike2.0_捷運明德站(1號出口),23,5,北投區,2023-05-27 15:38:15,西安街一段明德路口(東南側),16,1
822,500109005,YouBike2.0_文林建民路口,20,2,北投區,2023-05-27 15:49:15,文林北路214-216號(前),18,1
824,500109007,YouBike2.0_關渡宮,40,4,北投區,2023-05-27 15:48:15,知行路360號(旁),35,1
826,500109009,YouBike2.0_關渡醫院,14,1,北投區,2023-05-27 15:49:15,知行路235巷7號(對面),10,1
827,500109010,YouBike2.0_捷運忠義站(1號出口),17,3,北投區,2023-05-27 15:43:15,中央北路四段262號(對面),14,1
828,500109011,YouBike2.0_捷運關渡站(1號出口),54,0,北投區,2023-05-27 15:48:15,大度路三段270巷/立功街55巷(西南側),52,1
829,500109012,YouBike2.0_捷運關渡站(2號出口),14,0,北投區,2023-05-27 15:21:04,捷運關渡站2號出口外人行道,14,1
830,500109013,YouBike2.0_中央北路四段540巷口,19,2,北投區,2023-05-27 15:46:15,中央北路四段529號(對面),17,1
831,500109014,YouBike2.0_大度立德路口,18,3,北投區,2023-05-27 15:36:15,大度路三段立德路口(西北側),15,1
834,500109017,YouBike2.0_豐年公園,20,0,北投區,2023-05-27 14:08:04,大業路529號(對面),20,1
835,500109018,YouBike2.0_稻香重三路口,15,1,北投區,2023-05-27 15:45:16,稻香重三路口(對面路側),11,1
836,500109019,YouBike2.0_國防大學政治作戰學院,30,3,北投區,2023-05-27 15:48:15,中央北路二段167號(對面),25,1
845,500109029,YouBike2.0_立農公園,21,5,北投區,2023-05-27 15:49:15,承德路七段/吉利街(西北側),15,1
846,500109030,YouBike2.0_北投奇岩長青樂活大樓,15,5,北投區,2023-05-27 15:38:15,三合街一段119號(前),9,1
849,500109033,YouBike2.0_陽明大學,30,2,北投區,2023-05-27 15:49:15,東華街二段136號(對面),27,1
852,500109036,YouBike2.0_捷運石牌站(1號出口),20,5,北投區,2023-05-27 15:34:14,石牌路一段139號(對面),13,1
855,500109040,YouBike2.0_振興公園,13,2,北投區,2023-05-27 15:49:15,天母西路109號(對面),10,1
859,500109044,YouBike2.0_榮富公園,13,2,北投區,2023-05-27 15:27:14,榮華三路2號(旁),11,1
861,500109046,YouBike2.0_立功立德路口,32,6,北投區,2023-05-27 15:38:15,立德路15號(前),26,1
865,500109050,YouBike2.0_復興公園,14,0,北投區,2023-05-27 14:57:04,中和街61號對側,14,1
867,500109052,YouBike2.0_承德路七段188巷口,16,6,北投區,2023-05-27 15:46:15,承德路七段192-198號前,9,1
871,500109056,YouBike2.0_中和街455巷11弄,13,2,北投區,2023-05-27 15:22:14,中和街455巷11弄6-8號(前),10,1
873,500109058,YouBike2.0_文化三杏林一路口,17,3,北投區,2023-05-27 15:45:16,杏林一路3號(旁),14,1
874,500109059,YouBike2.0_珠海復興一路口,15,2,北投區,2023-05-27 15:42:04,珠海路/復興一路口(東側),13,1
875,500109060,YouBike2.0_裕民二路33巷,15,2,北投區,2023-05-27 15:49:15,裕民二路33巷/裕民六路(西北側),13,1
876,500109061,YouBike2.0_新奇岩社會住宅,12,2,北投區,2023-05-27 15:40:22,磺港路269-271號(旁),10,1
877,500109062,YouBike2.0_泉源公園,15,6,北投區,2023-05-27 15:16:16,珠海路145號(對側公園),9,1
881,500109066,YouBike2.0_福星公園,18,4,北投區,2023-05-27 14:42:14,文林北路280號(對側公園),13,1
882,500109067,YouBike2.0_中庸公園,12,2,北投區,2023-05-27 15:05:16,珠海路1號旁,8,1
883,500109068,YouBike2.0_豐年公園_1,18,4,北投區,2023-05-27 15:37:14,大業路539號,14,1
885,500109071,YouBike2.0_和信治癌中心醫院,18,6,北投區,2023-05-27 15:44:14,立德路125號,12,1
886,500109072,YouBike2.0_致遠新村,15,3,北投區,2023-05-27 15:25:16,秀山路26號(懷遠新村社區入口南側),12,1
887,500109073,YouBike2.0_北投公園露天溫泉,15,4,北投區,2023-05-27 15:22:14,中山路6號西側(北投溪木道西側),11,1
888,500109074,YouBike2.0_中和街493巷9弄口,16,1,北投區,2023-05-27 13:52:04,中和街493巷9弄2號對側,15,1
892,500109078,YouBike2.0_大興光明路2巷口,14,6,北投區,2023-05-27 15:27:14,大興街50號對側人行道,8,1
893,500109079,YouBike2.0_捷運忠義站(2號出口),20,0,北投區,2023-05-27 15:43:04,捷運忠義站(2號出口)無障礙坡道旁,20,1
894,500109080,YouBike2.0_福國承德路口,15,5,北投區,2023-05-27 15:39:14,承德路六段80號南側,9,1
896,500109082,YouBike2.0_華固創富中心,15,5,北投區,2023-05-27 15:11:16,承德路六段120號(北側地下室車道旁),10,1
898,500109085,YouBike2.0_北投文化公園(北側),15,5,北投區,2023-05-27 15:38:15,文化三路2號西側公園,10,1
900,500110003,YouBike2.0_塔悠八德路口,34,6,松山區,2023-05-27 15:44:14,塔悠路2號(旁),27,1
901,500110004,YouBike2.0_鵬程公園,24,2,松山區,2023-05-27 15:30:44,健康路399號北側,22,1
905,500110008,YouBike2.0_光復北路11巷口,23,3,松山區,2023-05-27 15:42:14,光復北路13號(旁),20,1
906,500110009,YouBike2.0_捷運南京三民站(4號出口),13,4,松山區,2023-05-27 15:46:15,南京東路五段229號(前),8,1
907,500110010,YouBike2.0_西松高中,14,1,松山區,2023-05-27 15:48:04,健康路325巷5弄5號(前),12,1
908,500110011,YouBike2.0_民權復興路口,27,0,松山區,2023-05-27 15:49:04,民權東路三段119號(前),27,1
909,500110012,YouBike2.0_民福三號綠地,15,0,松山區,2023-05-27 15:49:04,民族東路712號(對面),15,1
910,500110013,YouBike2.0_民有一號公園,37,0,松山區,2023-05-27 15:21:05,敦化北路244巷43號(對面),37,1
